C-003,ICT,SBY-65,Tg.Batu Empty Kalianak,003TBK,700000,20"
C-003,ICT,SBY-65,Tg.Batu Empty Margomulyo,003TBM,800000,20"
C-003,ICT,SBY-65,Tg.Batu Empty Romokalisari,003TBR,900000,20"
C-003,ICT,SBY-65,Margomulyo,003MML,850000,20"
C-003,ICT,SBY-65,Romokalisari,003RMK,1200000,20"
C-003,Teluk Lamong,SBY-07,Tg.Batu Empty Kalianak,003TBK,800000,20"
C-003,Teluk Lamong,SBY-07,Tg.Batu Empty Margomulyo,003TBM,900000,20"
C-003,Teluk Lamong,SBY-07,Tg.Batu Empty Romokalisari,003TBR,1000000,20"
C-003,Teluk Lamong,SBY-07,Margomulyo,003MML,950000,20"
C-003,Teluk Lamong,SBY-07,Romokalisari,003RMK,1300000,20"
C-012,TPS,SBY-66,BJO Romokalisari,012BJR,940000,20"
C-012,TPS,SBY-66,BJO Sukorejo Malang,012BSM,2000000,20"
C-012,Teluk Lamong,SBY-07,BJO Romokalisari,012BJR,1040000,20"
C-012,TPS,SBY-66,BJO Sukorejo Malang,012BSM,2100000,20"
C-012,TPS,SBY-66,CPI Premix Krian,012CPK,1220000,20"
C-012,Teluk Lamong,SBY-07,CPI Premix Krian,012CPK,1320000,20"
C-012,TPS,SBY-66,STI Romokalisari,012STR,940000,20"
C-012,Teluk Lamong,SBY-07,STI Romokalisari,012STR,1040000,20"
C-012,Depo Sinergi,SBY-67,CPI Sepanjang,012CIS,940000,20"
C-012,Depo Sinergi,SBY-67,Cpi Krian,012CIK,1220000,20"
C-012,Depo Sinergi,SBY-67,Cassaland,012CSL,1220000,20"
C-012,TPS,SBY-66,CPI Sepanjang,012CIS,940000,20"
C-012,TPS,SBY-66,Cpi Krian,012CIK,1220000,20"
C-012,TPS,SBY-66,Cassaland,012CSL,1220000,20"
C-012,Teluk Lamong,SBY-07,CPI Sepanjang,012CIS,1040000,20"
C-012,Teluk Lamong,SBY-07,Cpi Krian,012CIK,1320000,20"
C-012,Teluk Lamong,SBY-07,Cassaland,012CSL,1320000,20"
C-012,Depo Sinergi,SBY-67,CPP Dupak,012CPD,695000,20"
C-012,Depo Sinergi,SBY-67,CPP Margomulyo Citra,012CMC,765000,20"
C-012,Depo Sinergi,SBY-67,CPP Margomulyo B10,012CMB,765000,20"
C-012,Depo Sinergi,SBY-67,CPP Sepanjang,012CPS,940000,20"
C-012,Depo Sinergi,SBY-67,Romokalisari,012RMK,905000,20"
C-012,Depo Sinergi,SBY-67,Abba Sepanjang,012ABS,940000,20"
C-012,TPS,SBY-66,CPP Dupak,012CPD,695000,20"
C-012,TPS,SBY-66,CPP Margomulyo Citra,012CMC,765000,20"
C-012,TPS,SBY-66,CPP Margomulyo B10,012CMB,765000,20"
C-012,TPS,SBY-66,CPP Sepanjang,012CPS,940000,20"
C-012,TPS,SBY-66,Romokalisari,012RMK,905000,20"
C-012,TPS,SBY-66,Abba Sepanjang,012ABS,940000,20"
C-012,Teluk Lamong,SBY-07,CPP Dupak,012CPD,795000,20"
C-012,Teluk Lamong,SBY-07,CPP Margomulyo Citra,012CMC,865000,20"
C-012,Teluk Lamong,SBY-07,CPP Margomulyo B10,012CMB,865000,20"
C-012,Teluk Lamong,SBY-07,CPP Sepanjang,012CPS,1040000,20"
C-012,Teluk Lamong,SBY-07,Romokalisari,012RMK,1005000,20"
C-012,Teluk Lamong,SBY-07,Abba Sepanjang,012ABS,1040000,20"
C-012,Karana,SBY-68,CPP Dupak,012CPD,795000,20"
C-012,Karana,SBY-68,CPP Margomulyo Citra,012CMC,865000,20"
C-012,Karana,SBY-68,CPP Margomulyo B10,012CMB,865000,20"
C-012,Karana,SBY-68,CPP Sepanjang,012CPS,1040000,20"
C-012,Karana,SBY-68,Romokalisari,012RMK,1005000,20"
C-012,Karana,SBY-68,Abba Sepanjang,012ABS,940000,20"
C-012,TPS,SBY-66,CPL Romokalisari,012CPR,940000,20"
C-012,TPS,SBY-66,CPL Kraton Pasuruan,012CKP,2050000,20"
C-012,Teluk Lamong,SBY-07,CPL Romokalisari,012CPR,1040000,20"
C-012,TPS,SBY-66,SRP Jombang,012SRJ,1865000,20"
C-012,TPS,SBY-66,SRP Romokalisari,012SRR,940000,20"
C-012,TPS,SBY-66,SRP Mojosongo Solo,012SMS,4300000,20"
C-012,Teluk Lamong,SBY-07,SRP Jombang,012SRJ,1965000,20"
C-012,Teluk Lamong,SBY-07,SRP Romokalisari,012SRR,1040000,20"
C-012,Teluk Lamong,SBY-07,SRP Mojosongo Solo,012SMS,4400000,20"
C-012,TPS,SBY-66,Lamhong Margomulyo,012TLM,800000,20"
C-012,TPS,SBY-66,Lamhong Pungging,012TLP,1200000,20"
C-012,Teluk Lamong,SBY-07,Lamhong Margomulyo,012TLM,900000,20"
C-012,Teluk Lamong,SBY-07,Lamhong Pungging,012TLP,1300000,20"
C-012,TPS,SBY-66,H.Ilyas Gempol,012HIG,1275000,20"
C-012,Teluk Lamong,SBY-07,H.Ilyas Gempol,012HIG,1375000,20"
C-012,Depo,SBY-69,LMA Sambikerep Mojosari,012LSM,1520000,20"
C-012,Depo,SBY-69,LMA Wirifa Ngoro,012LWN,1520000,20"
C-012,Depo,SBY-69,LMA MS Gempol,012LMG,1520000,20"
C-012,Depo,SBY-69,LMA Sreeya,012LMS,1520000,20"
C-012,Depo,SBY-69,LMA DMC Pungging,012LDP,1520000,20"
C-012,Depo,SBY-69,LMA Cargill Pasuruan,012LCP,1520000,20"
C-012,Depo,SBY-69,LMA Karka Porong,012LKP,1520000,20"
C-012,Depo,SBY-69,LMA Seleb Purwosari,012LSP,1950000,20"
C-012,Depo,SBY-69,LMA Yellow Feed Kejayan,012LYF,1950000,20"
C-012,Depo,SBY-69,LMA Gold Coin M.Mulyo,012LGM,800000,20"
C-012,Depo,SBY-69,LMA Bima Feed Tuban,012LBT,2100000,20"
C-012,Depo,SBY-69,LMA BAR Gedangan,012LBG,905000,20"
C-012,Depo,SBY-69,LMA Ali Imron Blitar,012LAB,3500000,20"
C-012,Depo,SBY-69,LMA Romokalisari,012LRK,905000,20"
C-012,Depo,SBY-69,LMA CPI Sepanjang,012LCS,905000,20"
C-012,Depo,SBY-69,LMA CPI Krian,012LCK,1070000,20"
C-012,Depo,SBY-69,LMA Sinar Indochem,012LSI,1070000,20"
C-012,Depo,SBY-69,LMA SMP Warugunung,012LSW,975000,20"
C-012,Depo,SBY-69,LMA Sriti Pasuruan,012LMP,1600000,20"
C-012,Depo,SBY-69,LMA Wonokoyo,012LMW,1600000,20"
C-012,Depo,SBY-69,LMA Pare,012LAP,2055000,20"
C-012,Depo,SBY-69,LMA Kediri,012LMK,2055000,20"
C-012,Depo,SBY-69,LMA Grati Pasuruan,012LGP,2055000,20"
C-012,Depo,SBY-69,LMA Tongas Probolinngo,012LTP,2225000,20"
C-012,Depo,SBY-69,LMA Agrisatwa Malang,012LAM,2500000,20"
C-012,Depo,SBY-69,LMA STP Manyar,012LSM,1350000,20"
C-012,Depo,SBY-69,LMA Thai Union Lamongan,012LTL,1500000,20"
C-012,Depo,SBY-69,LMA Wirifa Rungkut,012LWR,900000,20"
C-012,Depo,SBY-69,LMA CJ Feed Jombang,012LCJ,1865000,20"
C-012,Depo,SBY-69,LMA MPJS Jombang,012LMJ,2250000,20"
C-012,Depo,SBY-69,LMA Cargill Kraton,012LAK,2050000,20"
C-012,Depo,SBY-69,LMA Haida,012LMH,2050000,20"
C-012,Teluk Lamong,SBY-07,LMA Sambikerep Mojosari,012LSM,1620000,20"
C-012,Teluk Lamong,SBY-07,LMA Wirifa Ngoro,012LWN,1620000,20"
C-012,Teluk Lamong,SBY-07,LMA MS Gempol,012LMG,1620000,20"
C-012,Teluk Lamong,SBY-07,LMA Sreeya,012LMS,1620000,20"
C-012,Teluk Lamong,SBY-07,LMA DMC Pungging,012LDP,1620000,20"
C-012,Teluk Lamong,SBY-07,LMA Cargill Pasuruan,012LCP,1620000,20"
C-012,Teluk Lamong,SBY-07,LMA Karka Porong,012LKP,1620000,20"
C-012,Teluk Lamong,SBY-07,LMA Seleb Purwosari,012LSP,2050000,20"
C-012,Teluk Lamong,SBY-07,LMA Yellow Feed Kejayan,012LYF,2050000,20"
C-012,Teluk Lamong,SBY-07,LMA Gold Coin M.Mulyo,012LGM,900000,20"
C-012,Teluk Lamong,SBY-07,LMA Bima Feed Tuban,012LBT,2200000,20"
C-012,Teluk Lamong,SBY-07,LMA BAR Gedangan,012LBG,1005000,20"
C-012,Teluk Lamong,SBY-07,LMA Ali Imron Blitar,012LAB,3600000,20"
C-012,Teluk Lamong,SBY-07,LMA Romokalisari,012LRK,1005000,20"
C-012,Teluk Lamong,SBY-07,LMA CPI Sepanjang,012LCS,1005000,20"
C-012,Teluk Lamong,SBY-07,LMA CPI Krian,012LCK,1170000,20"
C-012,Teluk Lamong,SBY-07,LMA Sinar Indochem,012LSI,1170000,20"
C-012,Teluk Lamong,SBY-07,LMA SMP Warugunung,012LSW,1075000,20"
C-012,Teluk Lamong,SBY-07,LMA Sriti Pasuruan,012LMP,1700000,20"
C-012,Teluk Lamong,SBY-07,LMA Wonokoyo,012LMW,1700000,20"
C-012,Teluk Lamong,SBY-07,LMA Pare,012LAP,2155000,20"
C-012,Teluk Lamong,SBY-07,LMA Kediri,012LMK,2155000,20"
C-012,Teluk Lamong,SBY-07,LMA Grati Pasuruan,012LGP,2155000,20"
C-012,Teluk Lamong,SBY-07,LMA Tongas Probolinngo,012LTP,2325000,20"
C-012,Teluk Lamong,SBY-07,LMA Agrisatwa Malang,012LAM,2600000,20"
C-012,Teluk Lamong,SBY-07,LMA STP Manyar,012LSM,1450000,20"
C-012,Teluk Lamong,SBY-07,LMA Thai Union Lamongan,012LTL,1600000,20"
C-012,Teluk Lamong,SBY-07,LMA Wirifa Rungkut,012LWR,1000000,20"
C-012,Teluk Lamong,SBY-07,LMA CJ Feed Jombang,012LCJ,1965000,20"
C-012,Teluk Lamong,SBY-07,LMA MPJS Jombang,012LMJ,2350000,20"
C-012,Teluk Lamong,SBY-07,LMA Cargill Kraton,012LAK,2150000,20"
C-012,Teluk Lamong,SBY-07,LMA Haida,012LMH,2150000,20"
C-012,MBA,SBY-73,BJO Romokalisari,012BJR,940000,20"
C-012,MBA,SBY-73,BJO Sukorejo Malang,012BSM,2000000,20"
C-012,Teluk Lamong,SBY-07,BJO Sukorejo Malang,012BSM,2100000,20"
C-012,Depo Sinergi,SBY-67,CPI Premix Krian,012CPK,1220000,20"
C-012,MBA,SBY-73,CPI Premix Krian,012CPK,1220000,20"
C-012,Karana,SBY-68,CPI Premix Krian,012CPK,1220000,20"
C-012,Depo KPL,SBY-74,CPI Premix Krian,012CPK,1220000,20"
C-012,Depo KPL,SBY-74,CPI Sepanjang,012CIS,940000,20"
C-012,Depo KPL,SBY-74,Cpi Krian,012CIK,1220000,20"
C-012,Depo KPL,SBY-74,Cassaland,012CSL,1220000,20"
C-012,Karana,SBY-68,CPI Sepanjang,012CIS,940000,20"
C-012,Karana,SBY-68,Cpi Krian,012CIK,1220000,20"
C-012,Karana,SBY-68,Cassaland,012CSL,1220000,20"
C-012,MBA,SBY-73,CPI Sepanjang,012CIS,940000,20"
C-012,MBA,SBY-73,Cpi Krian,012CIK,1220000,20"
C-012,MBA,SBY-73,Cassaland,012CSL,1220000,20"
C-012,Depo KPL,SBY-74,CPP Dupak,012CPD,695000,20"
C-012,Depo KPL,SBY-74,CPP Margomulyo Citra,012CMC,765000,20"
C-012,Depo KPL,SBY-74,CPP Margomulyo B10,012CMB,765000,20"
C-012,Depo KPL,SBY-74,CPP Sepanjang,012CPS,940000,20"
C-012,Depo KPL,SBY-74,Romokalisari,012RMK,905000,20"
C-012,Depo KPL,SBY-74,Abba Sepanjang,012ABS,940000,20"
C-012,MBA,SBY-73,CPP Dupak,012CPD,695000,20"
C-012,MBA,SBY-73,CPP Margomulyo Citra,012CMC,765000,20"
C-012,MBA,SBY-73,CPP Margomulyo B10,012CMB,765000,20"
C-012,MBA,SBY-73,CPP Sepanjang,012CPS,940000,20"
C-012,MBA,SBY-73,Romokalisari,012RMK,905000,20"
C-012,MBA,SBY-73,Abba Sepanjang,012ABS,940000,20"
C-012,Teluk Lamong,SBY-07,CPL Kraton Pasuruan,012CKP,2150000,20"
C-031,TPS,SBY-66,Romokalisari,031RMK,1350000,20"
C-031,ICT,SBY-65,Romokalisari,031RMK,1350000,20"
C-031,Teluk Lamong,SBY-07,Romokalisari,031RMK,1350000,20"
C-004,TPS,SBY-66,Envira Betro Gedangan,004EBG,940000,20"
C-004,Teluk Lamong,SBY-07,Envira Betro Gedangan,004EBG,1040000,20"
C-004,TPS,SBY-66,UJT Margomulyo,004UJM,895000,20"
C-004,Teluk Lamong,SBY-07,UJT Margomulyo,004UJM,995000,20"
C-004,TPS,SBY-66,UJT Romokalisari,004UJR,940000,20"
C-004,Teluk Lamong,SBY-07,UJT Romokalisari,004UJR,1040000,20"
C-075,TPS,SBY-66,Kalianak,075KAL,850000,20"
C-075,TPS,SBY-66,Greges,075GRG,950000,20"
C-075,TPS,SBY-66,T.Osowilangon,075OSL,950000,20"
C-075,TPS,SBY-66,JIPE Manyar,075JPM,1500000,20"
C-075,TPS,SBY-66,Manyar,075TMR,1250000,20"
C-033,Teluk Lamong,SBY-07,Romokalisari,033RMK,1308000,20"
C-033,Teluk Lamong,SBY-07,Cpi Krian,033CIK,1662000,20"
C-091,TPS,SBY-66,Margomulyo,091MML,1050000,20"
C-078,TPS,SBY-66,Smart Rungkut ,078SMR,950000,20"
C-078,TPS,SBY-66,Veteran Gresik,078VTG ,1150000,20"
C-021,TPS,SBY-66,Veteran Gresik,021VTG,1100000,20"
C-021,TPS,SBY-66,SAM Pungging,021SMP,1550000,20"
C-021,TPS,SBY-66,Hanampi Manyar,021HPM,1300000,20"
C-021,TPS,SBY-66,Jadimas Driyorejo,021JMD,1250000,20"
C-083,TPS,SBY-66,Perg. Dumar I,083PGD,1000000,20"
C-101,TPS,SBY-66,JIPE Manyar,101JPM,1500000,20"
C-082,Romokalisari,SBY-02,Romokalisari,082RMK,250000,20"
C-026,Depo Mentari,SBY-71,Seger Wringinanom,026SWA,1500000,20"
C-026,Depo Mentari,SBY-71,Tambak Langon,026TBL,800000,20"
C-026,Teluk Lamong,SBY-07,Cpi Krian,026CIK,1200000,20"
C-026,Teluk Lamong,SBY-07,CPI Sepanjang,026CIS,1200000,20"
C-026,Teluk Lamong,SBY-07,Sreeya Wonoayu,026SRW,1300000,20"
C-089,TPS,SBY-66,Manyar,089TMR,1500000,20"
C-062,TPS,SBY-66,Pungging Mojokerto,062PGM,1800000,20"
C-062,Teluk Lamong,SBY-07,Pungging Mojokerto,062PGM,1900000,20"
C-048,TPS,SBY-66,Romokalisari,048RMK,1350000,20"
C-043,TPS,SBY-66,Romokalisari,043RMK,1780000,20"
C-043,TPS,SBY-66,Tambak Langon,043TBL,1380000,20"
C-085,TPS,SBY-66,SUI Krian,123SUK,1300000,20"
C-007,ICT,SBY-65,Greges,007GRG,1160000,20"
C-006,Teluk Lamong,SBY-07,JCI Buduran,006JCB,1200000,20"
C-006,TPS,SBY-66,JCI Buduran,006JCB,1200000,20"
C-030,TPS,SBY-66,JCI Sidoarjo,030JCS,1044000,20"
C-030,Teluk Lamong,SBY-07,JCI Sidoarjo,030JCS,1144000,20"
C-030,TPS,SBY-66,Suri Tani Manyar,030STM,1207000,20"
C-030,TPS,SBY-66,Margomulyo,030MML,848000,20"
C-072,TPS,SBY-66,Romokalisari,072RMK,900000,20"
C-001,TPS,SBY-66,Margomulyo,001MML,1160000,20"
C-001,TPS,SBY-66,Greges,001GRG,1160000,20"
C-046,TPS,SBY-66,Perg. Legundi Driyorejo,046PLD,1670000,20"
C-046,Teluk Lamong,SBY-07,Perg. Legundi Driyorejo,046PLD,1750000,20"
C-003,ICT,SBY-65,Tg.Batu Empty Kalianak,003TBK,900000,40"
C-003,ICT,SBY-65,Tg.Batu Empty Margomulyo,003TBM,1000000,40"
C-003,ICT,SBY-65,Tg.Batu Empty Romokalisari,003TBR,1100000,40"
C-003,ICT,SBY-65,Margomulyo,003MML,1060000,40"
C-003,ICT,SBY-65,Romokalisari,003RMK,1500000,40"
C-003,Teluk Lamong,SBY-07,Tg.Batu Empty Kalianak,003TBK,1000000,40"
C-003,Teluk Lamong,SBY-07,Tg.Batu Empty Margomulyo,003TBM,1100000,40"
C-003,Teluk Lamong,SBY-07,Tg.Batu Empty Romokalisari,003TBR,1200000,40"
C-003,Teluk Lamong,SBY-07,Margomulyo,003MML,1160000,40"
C-003,Teluk Lamong,SBY-07,Romokalisari,003RMK,1600000,40"
C-012,TPS,SBY-66,BJO Romokalisari,012BJR,1300000,40"
C-012,Teluk Lamong,SBY-07,BJO Romokalisari,012BJR,1400000,40"
C-012,TPS,SBY-66,CPI Premix Krian,012CPK,1775000,40"
C-012,Teluk Lamong,SBY-07,CPI Premix Krian,012CPK,1875000,40"
C-012,TPS,SBY-66,STI Romokalisari,012STR,1300000,40"
C-012,Teluk Lamong,SBY-07,STI Romokalisari,012STR,1400000,40"
C-012,TPS,SBY-66,STI Depo Jangkar,012SDJ,500000,40"
C-012,Depo Sinergi,SBY-67,CPI Sepanjang,012CIS,1300000,40"
C-012,Depo Sinergi,SBY-67,Cpi Krian,012CIK,1775000,40"
C-012,Depo Sinergi,SBY-67,Cassaland,012CSL,1775000,40"
C-012,TPS,SBY-66,CPI Sepanjang,012CIS,1300000,40"
C-012,TPS,SBY-66,Cpi Krian,012CIK,1775000,40"
C-012,TPS,SBY-66,Cassaland,012CSL,1775000,40"
C-012,Teluk Lamong,SBY-07,CPI Sepanjang,012CIS,1400000,40"
C-012,Teluk Lamong,SBY-07,Cpi Krian,012CIK,1875000,40"
C-012,Teluk Lamong,SBY-07,Cassaland,012CSL,1875000,40"
C-012,Depo Sinergi,SBY-67,CPP Dupak,012CPD,920000,40"
C-012,Depo Sinergi,SBY-67,CPP Margomulyo Citra,012CMC,1065000,40"
C-012,Depo Sinergi,SBY-67,CPP Margomulyo B10,012CMB,1065000,40"
C-012,Depo Sinergi,SBY-67,CPP Sepanjang,012CPS,1300000,40"
C-012,Depo Sinergi,SBY-67,Romokalisari,012RMK,1220000,40"
C-012,Depo Sinergi,SBY-67,Abba Sepanjang,012ABS,1300000,40"
C-012,TPS,SBY-66,CPP Dupak,012CPD,920000,40"
C-012,TPS,SBY-66,CPP Margomulyo Citra,012CMC,1065000,40"
C-012,TPS,SBY-66,CPP Margomulyo B10,012CMB,1065000,40"
C-012,TPS,SBY-66,CPP Sepanjang,012CPS,1300000,40"
C-012,TPS,SBY-66,Romokalisari,012RMK,1220000,40"
C-012,TPS,SBY-66,Abba Sepanjang,012ABS,1300000,40"
C-012,Teluk Lamong,SBY-07,CPP Dupak,012CPD,1020000,40"
C-012,Teluk Lamong,SBY-07,CPP Margomulyo Citra,012CMC,1165000,40"
C-012,Teluk Lamong,SBY-07,CPP Margomulyo B10,012CMB,1165000,40"
C-012,Teluk Lamong,SBY-07,CPP Sepanjang,012CPS,1400000,40"
C-012,Teluk Lamong,SBY-07,Romokalisari,012RMK,1320000,40"
C-012,Teluk Lamong,SBY-07,Abba Sepanjang,012ABS,1400000,40"
C-012,Karana,SBY-68,CPP Dupak,012CPD,1020000,40"
C-012,Karana,SBY-68,CPP Margomulyo Citra,012CMC,1165000,40"
C-012,Karana,SBY-68,CPP Margomulyo B10,012CMB,1165000,40"
C-012,Karana,SBY-68,CPP Sepanjang,012CPS,1400000,40"
C-012,Karana,SBY-68,Romokalisari,012RMK,1320000,40"
C-012,Karana,SBY-68,Abba Sepanjang,012ABS,1300000,40"
C-012,TPS,SBY-66,CPL Romokalisari,012CPR,1165000,40"
C-012,TPS,SBY-66,CPL Kraton Pasuruan,012CKP,2600000,40"
C-012,TPS,SBY-66,CPL Hakiki Pandaan,012HKP,1800000,40"
C-012,Teluk Lamong,SBY-07,CPL Romokalisari,012CPR,1265000,40"
C-012,TPS,SBY-66,Lamhong Margomulyo,012TLM,1120000,40"
C-012,TPS,SBY-66,Lamhong Pungging,012TLP,1450000,40"
C-012,Teluk Lamong,SBY-07,Lamhong Margomulyo,012TLM,1220000,40"
C-012,Teluk Lamong,SBY-07,Lamhong Pungging,012TLP,1550000,40"
C-012,TPS,SBY-66,H.Ilyas Gempol,012HIG,1800000,40"
C-012,Teluk Lamong,SBY-07,H.Ilyas Gempol,012HIG,1900000,40"
C-012,Depo,SBY-69,LMA Cargill Kraton,012LAK,2600000,40"
C-012,Depo,SBY-69,LMA Haida,012LMH,2600000,40"
C-012,Teluk Lamong,SBY-07,LMA Cargill Kraton,012LAK,2700000,40"
C-012,Teluk Lamong,SBY-07,LMA Haida,012LMH,2700000,40"
C-012,MBA,SBY-73,BJO Romokalisari,012BJR,1300000,40"
C-012,Depo Sinergi,SBY-67,CPI Premix Krian,012CPK,1775000,40"
C-012,MBA,SBY-73,CPI Premix Krian,012CPK,1775000,40"
C-012,Karana,SBY-68,CPI Premix Krian,012CPK,1775000,40"
C-012,Depo KPL,SBY-74,CPI Premix Krian,012CPK,1775000,40"
C-012,Depo KPL,SBY-74,CPI Sepanjang,012CIS,1300000,40"
C-012,Depo KPL,SBY-74,Cpi Krian,012CIK,1775000,40"
C-012,Depo KPL,SBY-74,Cassaland,012CSL,1775000,40"
C-012,Karana,SBY-68,CPI Sepanjang,012CIS,1300000,40"
C-012,Karana,SBY-68,Cpi Krian,012CIK,1775000,40"
C-012,Karana,SBY-68,Cassaland,012CSL,1775000,40"
C-012,MBA,SBY-73,CPI Sepanjang,012CIS,1300000,40"
C-012,MBA,SBY-73,Cpi Krian,012CIK,1775000,40"
C-012,MBA,SBY-73,Cassaland,012CSL,1775000,40"
C-012,Depo KPL,SBY-74,CPP Dupak,012CPD,920000,40"
C-012,Depo KPL,SBY-74,CPP Margomulyo Citra,012CMC,1065000,40"
C-012,Depo KPL,SBY-74,CPP Margomulyo B10,012CMB,1065000,40"
C-012,Depo KPL,SBY-74,CPP Sepanjang,012CPS,1300000,40"
C-012,Depo KPL,SBY-74,Romokalisari,012RMK,1220000,40"
C-012,Depo KPL,SBY-74,Abba Sepanjang,012ABS,1300000,40"
C-012,MBA,SBY-73,CPP Dupak,012CPD,920000,40"
C-012,MBA,SBY-73,CPP Margomulyo Citra,012CMC,1065000,40"
C-012,MBA,SBY-73,CPP Margomulyo B10,012CMB,1065000,40"
C-012,MBA,SBY-73,CPP Sepanjang,012CPS,1300000,40"
C-012,MBA,SBY-73,Romokalisari,012RMK,1220000,40"
C-012,MBA,SBY-73,Abba Sepanjang,012ABS,1300000,40"
C-012,Teluk Lamong,SBY-07,CPL Kraton Pasuruan,012CKP,2700000,40"
C-012,Teluk Lamong,SBY-07,CPL Hakiki Pandaan,012HKP,1900000,40"
C-031,TPS,SBY-66,Romokalisari,031RMK,2200000,40"
C-031,ICT,SBY-65,Romokalisari,031RMK,2200000,40"
C-031,Teluk Lamong,SBY-07,Romokalisari,031RMK,2200000,40"
C-004,TPS,SBY-66,Envira Betro Gedangan,004EBG,1300000,40"
C-004,Teluk Lamong,SBY-07,Envira Betro Gedangan,004EBG,1400000,40"
C-004,TPS,SBY-66,UJT Margomulyo,004UJM,1120000,40"
C-004,Teluk Lamong,SBY-07,UJT Margomulyo,004UJM,1220000,40"
C-004,TPS,SBY-66,UJT Romokalisari,004UJR,1300000,40"
C-004,Teluk Lamong,SBY-07,UJT Romokalisari,004UJR,1400000,40"
C-080,Tambak Langon,SBY-04,Romokalisari,080RMK,1165000,40"
C-098,Tjiwi Mojokerto,SBY-70,Margomulyo,098MML,1400000,40"
C-098,Tambak Langon,SBY-04,Jamrud,098JMR,950000,40"
C-098,Margomulyo,SBY-03,Jamrud,098JMR,950000,40"
C-065,TPS,SBY-66,Romokalisari,065RMK,1350000,40"
C-065,Teluk Lamong,SBY-07,Romokalisari,065RMK,1450000,40"
C-082,Romokalisari,SBY-02,MS-Gempol,082MSG,2800000,40"
C-082,Romokalisari,SBY-02,MS-Margomulyo,082MSM,1300000,40"
C-104,TPS,SBY-66,Sidokerto Mojokerto,104SDM,2100000,40"
C-057,TPS,SBY-66,Romokalisari,057RMK,1600000,40"
C-006,Teluk Lamong,SBY-07,JCI Buduran,006JCB,1450000,40"
C-006,TPS,SBY-66,JCI Buduran,006JCB,1450000,40"
C-071,Tb.Osowilangon,SBY-72,Romokalisari,071RMK,1165000,40"
C-030,TPS,SBY-66,JCI Sidoarjo,030JCS,1566000,40"
C-030,Teluk Lamong,SBY-07,JCI Sidoarjo,030JCS,1666000,40"
C-030,TPS,SBY-66,Suri Tani Manyar,030STM,1816000,40"
C-030,TPS,SBY-66,Margomulyo,030MML,1272000,40"
C-001,TPS,SBY-66,Margomulyo,001MML,1700000,40"
C-001,TPS,SBY-66,Greges,001GRG,1700000,40"