AS,1821 AS,G 20 TR 01 Rangka,TR 01 A,TR 01 A
AS,1822 AS,G 20 TR 02 Rangka,TR 02 A,TR 02 A
HSS,1823 HSSC,G 40 TR 03 Lantai 3 AXLE,TR 03 A / 3 Axle,A 40 TL 002 ST ( T4-02 )
HSS,1824 HSSC,G 40 TR 04 Lantai 3 AXLE,TR 04 A / 3 Axle,A 40 TL 001 ST ( T4-04 )
HSS,1825 HSSC,G 40 TR 05 Lantai 3 AXLE,H61 T ex TR 05 A ,A 40 TL 003 ST ( T4-05 )
HSS,1826 HSSC,G 40 TR 06 Lantai 3 AXLE,TR 06 A / 3 Axle,A 40 TL 004 ST
HSS,1851 HSSC,G 30 TD 33 / 3 AXLE,H17 T,A 30 TD 010 ST ( TD 33 ex AS )
HSS,1852 HSSC,G 30 TD 28 / 3 AXLE,H22 T ex TD 28,A 30 TD 009 ST ( TD 28 ex AS )
HSS,1853 HSSC,G 30 TD 19 / 3 AXLE,H15 T ex TD 19 ,A 30 TD 008 ST ( TD 19 ex AS )
HSS,1854 HSSC,G 30 TD 20 Lantai  - 2 AXLE,H83 ex TD 20,A 30 TD 006 ST ( TD 20 ex AS )
HSS,1855 HSSC,G 30 TD 25 Lantai  3 AXLE,H16 / TD 08 A,A 30 TD 007 ST ( TD 25 ex AS )
HSS,1871 HSSC,G 40 TD 01 DUMP 3 AXLE,H116,H 40 TD 001 T ( TD3-01 )
HSS,1872 HSSC,G 40 TD 02 DUMP 3 AXLE,H117,H 40 TD 002 T ( TD3-02 )
HSS,1873 HSSC,G 40 TD 03 DUMP 3 AXLE,H118,H 40 TD 003 T ( TD3-03 )
HSS,1874 HSSC,G 40 TD 04 DUMP 3 AXLE,H119,H 40 TD 004 T ( TD3-04 )
HSS,1875 HSSC,G 40 TD 05 DUMP 3 AXLE,H120,H 40 TD 005 T ( TD3-05 )
HSS,1876 HSSC,G 40 TD 06 DUMP 3 AXLE,H121,H 40 TD 006 T ( TD3-06 )
HSS,1877 HSSC,G 40 TD 07 DUMP 3 AXLE,H122,H 40 TD 007 T ( TD3-07 )
HSS,1878 HSSC,G 40 TD 08 DUMP 3 AXLE,H123,H 40 TD 008 T ( TD3-08 )
HSS,1879 HSSC,G 40 TD 09 DUMP 3 AXLE,H124,H 40 TD 009 T ( TD3-09 )
HSS,1880 HSSC,G 40 TD 10 DUMP 3 AXLE,H125,H 40 TD 010 T ( TD3-10 )
HSS,2640 HSSC,G 20 CD 40 RANGKA,H23 ex H92 T,H 20 CD 041 ST- A / R ( TD2-06 )
HSS,2643 HSSC,G 30 CD 43 RANGKA,H92 ex (ex H100),H 30 CD T 006 ST - A - S [ CA-076 ] ( TD2 -25 )
HSS,2656 HSSC,G 45 CD 07 Lantai / AAK - 3 AXLE ,H106,H 45 CD T 007 ST - AAK ( TD4-01 )
HSS,2657 HSSC,G 45 CD 08 Lantai / AAK - 3 AXLE ,H107,H 45 CD T 008 ST - AAK ( TD4-05 )
HSS,2658 HSSC,G 45 CD 09 Lantai / AAK - 3 AXLE,H109 ex H108,H 45 CD T 009 ST - AAK ( TD4-02 )
HSS,2659 HSSC,G 45 CD 10 Lantai / AAK - 3 AXLE,H108 ex H111,H 45 CD T 010 ST - AAK ( TD4-04 )
HSS,2660 HSSC,G 45 CD 11 Lantai / AAK - 3 AXLE,H110 ex H112,H 45 CD T 011 ST - AAK ( TD4-03 )
HSS,2661 HSSC,G 45 CD 12 Lantai / AAK - 3 AXLE,H158,H 45 CD T 012 ST - AAK ( TD4-06 )
HSS,2662 HSSC,G 45 CD 13 Lantai / AAK - 3 AXLE,H160,H 45 CD T 013 ST - AAK ( TD4-07 )
HSS,2663 HSSC,G 45 CD 14 Lantai / AAK - 3 AXLE,H161,H 45 CD T 014 ST - AAK ( TD4-08 )
HSS,2664 HSSC,G 45 CD 15 Lantai / AAK - 3 AXLE,H157,H 45 CD T 015 ST - AAK ( TD4-09 )
HSS,2665 HSSC,G 45 CD 16 Lantai / AAK - 3 AXLE,H143 ex H163,H 45 CD T 016 ST - AAK ( TD4-10 )
HSS,2666 HSSC,G 45 CD 17 Lantai / AAK - 3 AXLE,H150 ex H164,H 45 CD T 017 ST - AAK ( TD4-11 )
HSS,2667 HSSC,G 45 CD 18 Lantai / AAK - 3 AXLE,H156 ex H165,H 45 CD T 018 ST - AAK ( TD4-12 ) 
HSS,2668 HSSC,G 45 CD 19 Lantai / AAK - 3 AXLE,H145 ex H166,H 45 CD T 019 ST - AAK ( TD4-13 ) 
HSS,2669 HSSC,G 45 CD 20 Lantai / AAK - 3 AXLE,H148 ex H167,H 45 CD T 020 ST - AAK ( TD4-14 ) 
HSS,2670 HSSC,G 45 CD 21 Lantai / AAK - 3 AXLE,H168,H 45 CD T 021 ST - AAK ( TD4-15 )
HSS,2671 HSSC,G 45 CD 22 Lantai / AAK - 3 AXLE,H169,H 45 CD T 022 ST - AAK ( TD4-16 )
HSS,2672 HSSC,G 45 CD 23 Lantai / AAK - 3 AXLE,H170,H 45 CD T 023 ST - AAK ( TD4-17 )
HSS,2673 HSSC,G 45 CD 24 Lantai / AAK - 3 AXLE,H171,H 45 CD T 024 ST - AAK ( TD4-18 )
HSS,2674 HSSC,G 45 CD 25 Lantai / AAK - 3 AXLE,H172,H 45 CD T 025 ST - AAK ( TD4-19 )
HSS,2675 HSSC,G 45 CD 26 Lantai / AAK - 3 AXLE,H173,H 45 CD T 026 ST - AAK ( TD4-20 )
HSS,2676 HSSC,G 45 CD 27 Lantai / AAK - 3 AXLE,H174,H 45 CD T 027 ST - AAK ( TD4-21 )
HSS,2677 HSSC,G 45 CD 28 Lantai / AAK - 3 AXLE,H175,H 45 CD T 028 ST - AAK ( TD4-22 )
HSS,2678 HSSC,G 45 CD 29 Lantai / AAK - 3 AXLE,H176,H 45 CD T 029 ST - AAK ( TD4-23 )
HSS,2679 HSSC,G 45 CD 30 Lantai / AAK - 3 AXLE,H177,H 45 CD T 030 ST - AAK ( TD4-24 )
HSS,2680 HSSC,G 45 CD 31 Lantai / AAK - 3 AXLE,H178,H 45 CD T 031 ST - AAK ( TD4-25 )
HSS,2681 HSSC,G 45 CD 32 Lantai / AAK - 3 AXLE,H179,H 45 CD T 032 ST - AAK ( TD4-26 )
HSS,2682 HSSC,G 45 CD 33 Lantai / AAK - 3 AXLE,H180,H 45 CD T 033 ST - AAK ( TD4-27 )
HSS,2683 HSSC,G 45 CD 34 Lantai / AAK - 3 AXLE,H181,H 45 CD T 034 ST - AAK ( TD4-28 )
HSS,2684 HSSC,G 45 CD 35 Lantai / AAK - 3 AXLE,H182,H 45 CD T 035 ST - AAK ( TD4-29 )
HSS,2685 HSSC,G 45 CD 36 Lantai / AAK - 3 AXLE,H183,H 45 CD T 036 ST - AAK ( TD4-30 )
HSS,2686 HSSC,G 45 CD 37 Lantai / AAK - 3 AXLE,H184,H 45 CD T 037 ST - AAK ( TD4-31 )
HSS,2687 HSSC,G 45 CD 38 Lantai / AAK - 3 AXLE,H185,H 45 CD T 038 ST - AAK ( TD4-32 )
HSS,2688 HSSC,G 45 CD 39 Lantai / AAK - 3 AXLE,H186,H 45 CD T 039 ST - AAK ( TD4-33 )
HSS,2689 HSSC,G 45 CD 40 Lantai / AAK - 3 AXLE,H187,H 45 CD T 040 ST - AAK ( TD4-34 )
HSS,2690 HSSC,G 45 CD 41 Lantai / AAK - 3 AXLE,H188,H 45 CD T 041 ST - AAK ( TD4-35 )
HSS,2691 HSSC,G 45 CD 42 Lantai / AAK - 3 AXLE,H189,H 45 CD T 042 ST - AAK ( TD4-36 )
HSS,2692 HSSC,G 45 CD 43 Lantai / AAK - 3 AXLE,H190,H 45 CD T 043 ST - AAK ( TD4-37 )
HSS,2693 HSSC,G 45 CD 44 Lantai / AAK - 3 AXLE,H191,H 45 CD T 044 ST - AAK ( TD4-38 )
HSS,2694 HSSC,G 45 CD 45 Lantai / AAK - 3 AXLE,H192,H 45 CD T 045 ST - AAK ( TD4-39 )
HSS,2695 HSSC,G 45 CD 46 Lantai / AAK - 3 AXLE,H193,H 45 CD T 046 ST - AAK ( TD4-40 )
HSS,2696 HSSC,G 45 CD 47 Lantai / AAK - 3 AXLE,H194,H 45 CD T 047 ST - AAK ( TD4-41 )
HSS,2697 HSSC,G 45 CD 48 Lantai / AAK - 3 AXLE,H195,H 45 CD T 048 ST - AAK ( TD4-42 )
HSS,2698 HSSC,G 45 CD 49 Lantai / AAK - 3 AXLE,H196,H 45 CD T 049 ST - AAK ( TD4-43 )
HSS,2699 HSSC,G 45 CD 50 Lantai / AAK - 3 AXLE,H197,H 45 CD T 050 ST - AAK ( TD4-44 )
HSS,2700 HSSC,G 45 CD 51 Lantai / AAK - 3 AXLE,H198,H 45 CD T 051 ST - AAK ( TD4-45 )
HSS,2701 HSSC,G 30 TD 01 3 AXLE,H14 T ex TD 01,
HSS,2702 HSSC,G 20 TD 02 - 3 AXLE,H27 T  ex TD 02,
HSS,2707 HSSC,G 20 TD 07 - 2 AXLE,H01 T ex H86 T ,
HSS,2711 HSSC,G 30 TD 11 - 2 AXLE,H81 T ex TD 11,
HSS,2712 HSSC,G 20 TD 12 - 3 AXLE,H26 ex TD 12,
HSS,2713 HSSC,G 20 TD 13  - 3 AXLE ex SLS,H19 T ex TD 13,
HSS,2715 HSSC,G 20 TD 15 - 3 AXLE,H25 T ex H26 T,
HSS,2717 HSSC,G 30 TD 17 3 AXLE,H20 T ex TD 17,A 30 TD 005 ST
HSS,2722 HSSC,G 30 TD 22 3 AXLE,H12 T ex TD 22,
HSS,2723 HSSC,G 20 TD 23 - 3 AXLE,H10 T ex H23 T,L 9555 UG ex L 9697 UG
HSS,2724 HSSC,G 30 TD 24 3 AXLE,H24 T ex TD 24,SB 59685 K / L 9729 UG
HSS,2736 HSSC,G 20 TD 36 ex SLS - 2 AXLE,H80T ex TD 36,
HSS,2801 HSSC,G 45 CD 52 Lantai / AAK - 3 AXLE,H199,H 45 CD T 052 ST - AAK ( TD4-46 )
HSS,2802 HSSC,G 45 CD 53 Lantai / AAK - 3 AXLE,H200,H 45 CD T 053 ST - AAK ( TD4-47 )
HSS,2803 HSSC,G 45 CD 54 Lantai / AAK - 3 AXLE,H201,H 45 CD T 054 ST - AAK ( TD4-48 )
HSS,2804 HSSC,G 45 CD 55 Lantai / AAK - 3 AXLE,H202,H 45 CD T 055 ST - AAK ( TD4-49 )
HSS,2805 HSSC,G 45 CD 56 Lantai / AAK - 3 AXLE,H203,H 45 CD T 056 ST - AAK ( TD4-50 )
HSS,2806 HSSC,G 45 CD 57 Lantai / AAK - 3 AXLE,H204,H 45 CD T 057 ST - AAK ( TD4-51 )
HSS,2807 HSSC,G 45 CD 58 Lantai / AAK - 3 AXLE,H205,H 45 CD T 058 ST - AAK ( TD4-52 )
HSS,2808 HSSC,G 45 CD 59 Lantai / AAK - 3 AXLE,H206,H 45 CD T 059 ST - AAK ( TD4-53 )
HSS,2809 HSSC,G 45 CD 60 Lantai / AAK - 3 AXLE,H207,H 45 CD T 060 ST - AAK ( TD4-54 )
HSS,2810 HSSC,G 45 CD 61 Lantai / AAK - 3 AXLE,H208,H 45 CD T 061 ST - AAK ( TD4-55 )
HSS,2811 HSSC,G 45 CD 62 Lantai / AAK - 3 AXLE,H209,H 45 CD T 062 ST - AAK ( TD4-56 )
HSS,2812 HSSC,G 45 CD 63 Lantai / AAK - 3 AXLE,H210,H 45 CD T 063 ST - AAK ( TD4-57 )
HSS,2813 HSSC,G 45 CD 64 Lantai / AAK - 3 AXLE,H211,H 45 CD T 064 ST - AAK ( TD4-58 )
HSS,2814 HSSC,G 45 CD 65 Lantai / AAK - 3 AXLE,H212,H 45 CD T 065 ST - AAK ( TD4-59 )
HSS,2815 HSSC,G 45 CD 66 Lantai / AAK - 3 AXLE,H213,H 45 CD T 066 ST - AAK ( TD4-60 )
HSS,6418 HSSC,G 20 CD 71 RANGKA / AWS - 2 AXLE,ex H86 T,H 20 CD 014 ST- A / L 9626 UG (Slamet)
HSS,6419 HSSC,G 30 CD 72 RANGKA / AWS - 3 AXLE ,H105 T ex H01 T ,H 30 CD T 001 ST - A / L 9029 UG (Tasdi)
HSS,6420 HSSC,G 30 CD 73 RANGKA / AWS - 2 AXLE,H86  H 72 T,H 20 CD 020 ST-  A (026)[ CF-182 ]
HSS,6421 HSSC,G 20 CD 74 RANGKA / AWS - 2 AXLE,H09 T [ CA-839 ],H 20 CD 003 ST - A / L 9830 UK
HSS,6422 HSSC,G 20 CD 75 RANGKA / AWS - 2 AXLE,H84 Tex H20 T,H 20 CD 004 ST - A / L 9625 UG (Mat Ropii)
HSS,6423 HSSC,G 20 CD 76 RANGKA / AWS - 2 AXLE ( SMG 08/10/18 ),H77 T ex H17 T ,H 20 CD 008 ST - A / L 9622 UG (Suli) [ CC-547 ]
HSS,6424 HSSC,G 20 CD 77 RANGKA / AWS,H102 ex H94 T,H 20 CD 052 ST - A / L 8275 UG (KHOLIK)
HSS,6426 HSSC,G 30 CD 79 RANGKA / AWS - 3 AXLE / gad X,H104 T ex H03 T,H 30 CD T 002 ST - A
HSS,6427 HSSC,G 30 CD 80 RANGKA / AWS - 3 AXLE / gad XI,H11 T,H 30 CD T 003 ST - A
HSS,6428 HSSC,G 20 CD 81 RANGKA / AWS / Gad XII - 2 AXLE,H02 ex H25 T,H 20 CD 026 ST - A
HSS,6429 HSSC,G 30 CD 82 RANGKA / AWS - 3 AXLE / gad XIV,H07 T,H 30 CD T 004 ST - A
HSS,6430 HSSC,G 30 CD 83 RANGKA / AWS - 3 AXLE / gand XV,H21 T,H 30 CD T 005 ST - A
HSS,6431 HSSC,G 20 CD 85 RANGKA / KS GAD XVII,H70 ,H 20 CD 037 ST - A
HSS,6601 HSSC,G 20 CD 01 RANGKA [AA] - 2 AXLE,H06 T ex H27 T,H 20 CD 009 ST
HSS,6602 HSSC,G 20 CD 02 RANGKA [AA] - 2 AXLE,H82 ex H15 T,H 20 CD 015 ST
HSS,6603 HSSC,G 20 CD 03 RANGKA [SN],H78 T ex H58 T??????,H 20 CD 017 ST
HSS,6604 HSSC,G 20 CD 04 RANGKA [SN],H91  H04T ex H90 T,H 20 CD 032 ST ( TD2-01 )
HSS,6606 HSSC,G 20 CD 06 RANGKA [SN],H97 T Ex H71 T,H 20 CD 018 ST ( TD2-20 )
HSS,6607 HSSC ,G 20 TR 07 RANGKA [SN]  - 2 AXLE ( SMG 08/10/18 ),H05 T ex H26,H 20 CD 022 ST-  A
HSS,6608 HSSC,G 20 TR 08 RANGKA [CBU],H08 T,H 20 CD 053 ST-S ( TD2-07 )
HSS,6609 HSSC,G 30 TD 43 DUMP / GEMALA HIJAU,H43 DT ex H09 T,
HSS,6610 HSSC,G 20 TR 10 LANTAI [AA],ex H10 T [ CB-267 ] ,H 20 CD 023 ST
HSS,6611 HSSC,G 20 TR 11 RANGKA [CBU],H99  [ CC-216 ],H 20 CD 013 ST ( TD2-08 )
HSS,6612 HSSC,G 30 TD 41 DUMP / GEMALA,H41 DT ,ex  H 12 ex L 9557 UG
HSS,6613 HSSC ,G 20 TR 16 RANGKA [AA] - 2 AXLE,H73 T ex H16 T ,H 20 CD 012 ST
HSS,6615 HSSC,G 30 TD 42 DUMP / GEMALA,H42 DT,ex L 9559 UG
HSS,6616 HSSC,G 30 TD 50 DUMP / GEMALA,H50 DT ,ex H18 T ex L 9621 UG
HSS,6617 HSSC,G 30 TD 39 DUMP / GEMALA,H39 DT,ex H17 T ex L 9622 UG
HSS,6618 HSSC,G 30 TD 45 DUMP / GEMALA,H45 DT,ex H26 T
HSS,6619 HSSC,G 30 TD 49 DUMP / GEMALA,H49 DT,ex H19 T ex L 9624 UG
HSS,6620 HSSC,G 30 TD 46 DUMP / GEMALA,H46 DT ,ex H16 DT ex L 9625 UG
HSS,6621 HSSC,G 30 TD 40 DUMP / GEMALA,H40 DT,ex H21 DT ex L 9629 UG
HSS,6622 HSSC,G 20 CD 22 RANGKA [AA] - 2 AXLE ( SMG 08/10/18 ),H76 T ex H22 T ,H 20 CD 007 ST
HSS,6623 HSSC,G 20 CD 23 RANGKA - 2 AXLE,H85 T ex H23 T,H 20 CD 011 ST
HSS,6624 HSSC,G 20 CD 24 RANGKA [AA] - 2 AXLE,H04 T ,H 20 CD 001 ST
HSS,6625 HSSC,G 20 CD 25 RANGKA ex TR,H88 ex H62 T ,H 20 CD 054 ST - A ( TD2-11 )
HSS,6626 HSSC,G 20 CD 26 RANGKA ex TR,H68 T ex H65 T ,H 20 CD 031 ST ( TD2-12 )
HSS,6627 HSSC,G 20 CD 27 RANGKA ex TR,H75 T ex H57 T,H 20 CD 024 ST ( TD2-18 )
HSS,6629 HSSC,G 20 CD 29 RANGKA,H96 exH85 T,H 20 CD 056 ST
HSS,6630 HSSC,G 20 CD 30 RANGKA [AA],H79 T [ CC-253 ],H 20 CD 030 ST ( TD2-15 )
HSS,6631 HSSC,G 20 TR 31 RANGKA,H19 T [ CC-252 ]?,
HSS,6632 HSSC,G 20 CD 32 RANGKA [AA],H32 T,
HSS,6633 HSSC,G 40 TR 33 LANTAI,H33 T ex P03,H 40 TL 005 ST (T4-03)
HSS,6634 HSSC,G 40 TR 34 LANTAI,H34 ex P09,H 40 TL 006 ST ( T4-01)
HSS,6635 HSSC,G 30 TD 51 DUMP / GEMALA,H51 T,ex H19 DT
HSS,6636 HSSC,G 30 CD 201 RANGKA,EX H201 T,
HSS,6637 HSSC,G 30 CD 202 RANGKA,EX H202 T,
HSS,6638 HSSC,G 30 CD 203 RANGKA - 3 AXLE,H03 T,H 30 CD 002 ST [10M]
HSS,6639 HSSC,G 30 CD 204 RANGKA  - 3 AXLE,H103 T ex H05 T,H 30 CD 003 ST [10M]
HSS,6640 HSSC,G 30 CD 205 RANGKA,H72 T [TG-260],H 30 CD 020 ST - A
HSS,6641 HSSC,G 30 CD RANGKA 3 AXLE,,
HSS,6651 HSSC,G 20 CD 61 RANGKA 775,H74 ex H94 ex H102,H 20 CD 019 ST ( TD2-26 )
HSS,6652 HSSC,G 20 CD 62 RANGKA 775,H101 ex H52 T ,H 20 CD 027 ST
HSS,6653 HSSC,G 20 CD 63 RANGKA 775,H94 exH74 T(ex 9731),H 20 CD 055 ST ( TD2-09 )
HSS,6654 HSSC,G 20 CD 64 RANGKA,H69 T,H 20 CD 029 ST ( TD2-02 )
HSS,6655 HSSC,G 20 CD 65 RANGKA,H95 T,H 20 CD 028 ST ( TD2-17 )
HSS,6656 HSSC,G 20 CD 66 RANGKA,H89 T ex H65 T,H 20 CD 021 ST / L 9334 UP
HSS,6657 HSSC,G 20 CD 67 RANGKA,H71 Ex H60,H 20 CD 033 ST
HSS,6658 HSSC,G 20 CD 68 RANGKA,H87 T,H 20 CD 035 ST ( TD2-14 )
HSS,6659 HSSC,G 20 CD 69 RANGKA,H52T ex H70 T,H 20 CD 034 ST ( TD2-10 )
HSS,6660 HSSC,G 20 CD 89 RANGKA / KS GAD XXI,H100 HSSC,H 20 CD 042 ST - A
HSS,6661 HSSC,G 20 CD 90 RANGKA / KS GAD XXII,H78,H 20 CD 043 ST - A ( TD2-21 )
HSS,6664 HSSC,G 20 CD 93 RANGKA / KS GAD XXV,H98,H 20 CD 046 ST - A ( TD2-13 )
HSS,6665 HSSC,G 20 CD 94 RANGKA / AA,H126,H 20 CD 057 ST
HSS,6666 HSSC,G 20 CD 95 RANGKA / AA,H127,H 20 CD 058 ST
HSS,6667 HSSC,G 20 CD 96 RANGKA / AA,H128,H 20 CD 059 ST
HSS,6668 HSSC,G 20 CD 97 RANGKA / AA,H129,H 20 CD 060 ST
HSS,6669 HSSC,G 20 CD 98 RANGKA / AA,H130,H 20 CD 061 ST
HSS,6671 HSSC,G 20 CD 99 RANGKA / AA,H131,H20 CD 062 ST ( TD2-32 )
HSS,6672 HSSC,G 20 CD 100 RANGKA / AA,H132,H 20 CD 063 ST ( TD2-33 )
HSS,6673 HSSC,G 20 CD 101 RANGKA / AA,H133,H 20 CD 064 ST ( TD2-34 )
HSS,6674 HSSC,G 20 CD 102 RANGKA / AA,H134,H 20 CD 065 ST ( TD2-35 )
HSS,6675 HSSC,G 20 CD 103 RANGKA / AA,H135,H 20 CD 066 ST ( TD2-36)
HSS,6921 HSSC,BAK 775 cm 01,H 01 B,H 20 B 004 ST
HSS,6922 HSSC,BAK 775 cm 02,SMRG H 02 B,H 20 B 005 ST - A
HSS,6923 HSSC,BAK 775 cm 03,H 03 B,
HSS,6924 HSSC,BAK 775 cm 04,H 04 B,
HSS,6925 HSSC,BAK 775 cm 05,H 05 B,
HSS,6926 HSSC,BAK 900 cm 06 [H-01],H 06 B / A,H 30 B 001 ST - A
HSS,6927 HSSC,BAK 800 cm 07 [H-09],H 07 B / B,H 30 B 006 ST - A / Karoseri AWS 1
HSS,6928 HSSC,BAK 800 cm 08 [H-27],H 08 B / C,H 30 B 007 ST - A / Karoseri AWS 2
HSS,6929 HSSC,BAK 1000 cm 09 (H-05),H 09 B / D (BAK 10M),H 30 B 002 ST - A  / BAK 10-3 Karoseri AWS
HSS,6930 HSSC,BAK 1000 cm 10 (H-02),H 10 B / E (BAK 10M),H 30 B 003 ST - A / BAK 10-4 Karoseri AWS
HSS,6931 HSSC,BAK 900 cm 12,H 12 B / G,H 30 B 008 ST - A / Karoseri AWS 3
HSS,6932 HSSC,BAK 900 cm 13,H 13 B / H,H 30 B 009 ST - A / Karoseri AWS 4
HSS,6933 HSSC,BAK 800 cm 14,H 14 B / I,H 30 B 010 ST - A / Karoseri AWS 5
HSS,6934 HSSC,BAK 900 cm 15,H 15 B / J,H 30 B 011 ST - A / Karoseri AWS 6
HSS,6935 HSSC,BAK H 40 OT 01,,H 40 OT 001
HSS,6936 HSSC,BAK H 40 OT 02,,H 40 OT 002
HSS,6937 HSSC,BAK H 40 OT 03,,H 40 OT 003
HSS,6938 HSSC,BAK H 40 OT 04,,H 40 OT 004
HSS,6939 HSSC,BAK H 40 OT 05,,H 40 OT 005
HSS,6940 HSSC,BAK H 40 OT 06,,H 40 OT 006
HSS,6941 HSSC,BAK H 40 OT 07,,H 40 OT 007
HSS,6942 HSSC,BAK H 40 OT 08,,H 40 OT 008
HSS,6943 HSSC,BAK H 40 OT 09,,H 40 OT 009
HSS,6944 HSSC,BAK H 40 OT 10,,H 40 OT 010
HSS,,,,
HSS,6945 HSSC,BAK H 40 OT 11,,H 40 OT 011
HSS,6946 HSSC,BAK H 40 OT 12,,H 40 OT 012
HSS,6947 HSSC,BAK H 40 OT 13,,H 40 OT 013
HSS,6948 HSSC,BAK H 40 OT 14,,H 40 OT 014
HSS,6949 HSSC,BAK H 40 OT 15,,H 40 OT 015
HSS,6950 HSSC,BAK H 40 OT 16,,H 40 OT 016
HSS,6951 HSSC,BAK H 40 OT 17,,H 40 OT 017
HSS,6952 HSSC,BAK H 40 OT 18,,H 40 OT 018
HSS,6953 HSSC,BAK H 40 OT 19,,H 40 OT 019
HSS,6954 HSSC,BAK H 40 OT 20,,H 40 OT 020
HSS,6955 HSSC,BAK H 40 OT 21,,H 40 OT 021
HSS,6956 HSSC,BAK H 40 OT 22,,H 40 OT 022
HSS,6957 HSSC,BAK H 40 OT 23,,BAK H 40 OT 023
HSS,6958 HSSC,BAK H 40 OT 24,,BAK H 40 OT 024
HSS,6959 HSSC,BAK H 40 OT 25,,BAK H 40 OT 025
HSS,6960 HSSC,BAK H 40 OT 26,,BAK H 40 OT 26
HSS,6961 HSSC,BAK H 40 OT 27,,BAK H 40 OT 27
HSS,6962 HSSC,BAK H 40 OT 28,,BAK H 40 OT 28
HSS,6963 HSSC,BAK H 40 OT 29,,BAK H 40 OT 29
HSS,6964 HSSC,BAK H 40 OT 30,,BAK H 40 OT 30
HSS,6965 HSSC,BAK H 40 OT 31,,BAK H 40 OT 31
HSS,6966 HSSC,BAK H 40 OT 32,,BAK H 40 OT 32
HSS,6967 HSSC,BAK H 40 OT 33,,BAK H 40 OT 33
HSS,6968 HSSC,BAK H 40 OT 34,,BAK H 40 OT 34
HSS,6969 HSSC,BAK H 40 OT 35,,BAK H 40 OT 35
HSS,6970 HSSC,BAK H 40 OT 36,,BAK H 40 OT 36
HSS,6971 HSSC,BAK H 40 OT 37,,BAK H 40 OT 37
HSS,6972 HSSC,BAK H 40 OT 38,,BAK H 40 OT 38
